Product Code,product_name,product_description,MRP,our_price,a. Whole Sale Price,shipping _charge,product_category,product_subcategory,product_subtopic,products_pagetitle,products_metadescription,products_keywords,image_url,Sub_Description ,Brand ,status
PF182,Glucon D Pure Glucose Nimbu Pani Flavour 500 gm Carton,,126,,,,Packaged Foods,Biscuits & Snacks,Glucose & Milk,Glucon D Pure Glucose Nimbu Pani Flavour 500 gm Carton,,,pf1031.jpg,,Glucon,1
PF183,Glucon D Pure Glucose Nimbu Pani Flavour 200 gm Carton,,58,,,,Packaged Foods,Biscuits & Snacks,Glucose & Milk,Glucon D Pure Glucose Nimbu Pani Flavour 200 gm Carton,,,pf1032.jpg,,Glucon,1
PF184,Parle G Original Gluco Biscuit 70 gm Pack,,5,,,,Packaged Foods,Biscuits & Snacks,Glucose & Milk,Parle G Original Gluco Biscuit 70 gm Pack,,,pf1033.jpg,,Parle,1
PF185,Britannia Milk Bikis Biscuit 85 gm Pouch,,10,,,,Packaged Foods,Biscuits & Snacks,Glucose & Milk,Britannia Milk Bikis Biscuit 85 gm Pouch,,,pf1034.jpg,,Britannia ,1
PF186,Parle G Biscuits 250 gm Pouch ,,20,,,,Packaged Foods,Biscuits & Snacks,Glucose & Milk,Parle G Biscuits 250 gm Pouch ,,,pf1035.jpg,,Parle,1
PF187,Parle Parle G Gold 200 gm Pouch,,20,,,,Packaged Foods,Biscuits & Snacks,Glucose & Milk,Parle Parle G Gold 200 gm Pouch,,,pf1036.jpg,,Parle,1
PF188,Britannia Milk Bikis Cream Biscuits 100 gm Pouch,,20,,,,Packaged Foods,Biscuits & Snacks,Glucose & Milk,Britannia Milk Bikis Cream Biscuits 100 gm Pouch,,,pf1037.jpg,,Britannia ,1
PF189,Britannia Milk Bikis Biscuits 85 gm Pouch,,10,,,,Packaged Foods,Biscuits & Snacks,Glucose & Milk,Britannia Milk Bikis Biscuits 85 gm Pouch,,,pf1038.jpg,,Britannia ,1
PF190,"Britannia Nutrichoice Biscuits Oatmeal, 75 g",,30,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Nutrichoice Biscuits Oatmeal, 75 g",,,pf1039.jpg,,Britannia ,1
PF191,"Britannia Nutrichoice Biscuits Digestive, 75 g",,15,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Nutrichoice Biscuits Digestive, 75 g",,,pf1040.jpg,,Britannia ,1
PF192,Sunfeast Marie Oats 100 g,,15,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sunfeast Marie Oats 100 g,,,pf1041.jpg,,Sunfeast,1
PF193,Sunfeast Marie Lite 250 g,,20,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sunfeast Marie Lite 250 g,,,pf1042.jpg,,Sunfeast,1
PF194,Britannia Vita Marie 150 g,,20,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Vita Marie 150 g,,,pf1043.jpg,,Britannia ,1
PF195,Britannia Milk Bikis 200 g,,22,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Milk Bikis 200 g,,,pf1044.jpg,,Britannia ,1
PF196,"Britannia Milk Bikis Air Tight Container, 150 g",,18,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Milk Bikis Air Tight Container, 150 g",,,pf1045.jpg,,Britannia ,1
PF197,Britannia Milk Bikis 100 g,,10,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Milk Bikis 100 g,,,pf1046.jpg,,Britannia ,1
PF198,Britannia Mariegold Pack Of 12 X 63 g,,60,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Mariegold Pack Of 12 X 63 g,,,pf1047.jpg,,Britannia ,1
PF199,Britannia Mariegold 300 g,,27,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Mariegold 300 g,,,pf1048.jpg,,Britannia ,1
PF200,Britannia Mariegold 200 g,,22,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Mariegold 200 g,,,pf1049.jpg,,Britannia ,1
PF201,Britannia Mariegold 150 g,,15,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Mariegold 150 g,,,pf1050.jpg,,Britannia ,1
PF202,Britannia Mariegold 100 g,,10,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Mariegold 100 g,,,pf1051.jpg,,Britannia ,1
PF203,"Britannia Biscuits Brita, 150 g",,18,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Biscuits Brita, 150 g",,,pf1052.jpg,,Britannia ,1
PF204,"Britannia Nutrichoice Biscuits Ragi, 75 g",,30,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Nutrichoice Biscuits Ragi, 75 g",,,pf1053.jpg,,Britannia ,1
PF205,"Britannia Nutrichoice Biscuits Ragi, 150 g",,55,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Nutrichoice Biscuits Ragi, 150 g",,,pf1054.jpg,,Britannia ,1
PF206,"Britannia Nutrichoice Biscuits Oatmeal, 150 g",,55,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Nutrichoice Biscuits Oatmeal, 150 g",,,pf1055.jpg,,Britannia ,1
PF207,"Britannia Nutrichoice Biscuits Digestive, 250 g",,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Nutrichoice Biscuits Digestive, 250 g",,,pf1056.jpg,,Britannia ,1
PF208,"Britannia Nutrichoice Biscuits Classic Lite, 100 g",,15,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Nutrichoice Biscuits Classic Lite, 100 g",,,pf1057.jpg,,Britannia ,1
PF209,"Britannia Nutrichoice Biscuits Arrowroot, 150 g",,20,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,"Britannia Nutrichoice Biscuits Arrowroot, 150 g",,,pf1058.jpg,,Britannia ,1
PF210,Britannia Biscuits Heavens Oats Almond Banana,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Biscuits Heavens Oats Almond Banana,,,pf1059.jpg,,Britannia ,1
PF211,Britannia Biscuits Heavens Oats Cranberry,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Biscuits Heavens Oats Cranberry,,,pf1060.jpg,,Britannia ,1
PF212,Mc vities Digestive Whole Wheat Biscuits 250 gm Carton,,48,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc vities Digestive Whole Wheat Biscuits 250 gm Carton,,,pf1061.jpg,,Mc Vities,1
PF213,Mc Vities Digestive Whole wheat Biscuits 100 gm Pouch,,19,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc Vities Digestive Whole wheat Biscuits 100 gm Pouch,,,pf1062.jpg,,Mc Vities,1
PF214,Mc Vities Digestive Whole wheat Biscuits 400 gm Carton,,65,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc Vities Digestive Whole wheat Biscuits 400 gm Carton,,,pf1063.jpg,,Mc Vities,1
PF215,Mc Vities Digestive Whole wheat Biscuits 75 gm Pouch,,12,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc Vities Digestive Whole wheat Biscuits 75 gm Pouch,,,pf1064.jpg,,Mc Vities,1
PF216,Unibic Sugarfree Oatmeal Cookies 75 gm Carton,,35,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Unibic Sugarfree Oatmeal Cookies 75 gm Carton,,,pf1065.jpg,,Unibic,1
PF217,Unibic Anzac Oatmeal Cookies 75 gm Pouch,,19,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Unibic Anzac Oatmeal Cookies 75 gm Pouch,,,pf1066.jpg,,Unibic,1
PF218,Unibic Anzac Oatmeal Cookies 150 gm Carton,,40,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Unibic Anzac Oatmeal Cookies 150 gm Carton,,,pf1067.jpg,,Unibic,1
PF219,Unibic Sugarfree Butter Cookies 75 gm Carton,,33,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Unibic Sugarfree Butter Cookies 75 gm Carton,,,pf1068.jpg,,Unibic,1
PF220,Unibic Oatmeal Digestive Cookies 100 gm Pouch,,19,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Unibic Oatmeal Digestive Cookies 100 gm Pouch,,,pf1069.png,,Unibic,1
PF221,Unibic Oatmeal Digestive Cookies 200 gm Carton,,40,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Unibic Oatmeal Digestive Cookies 200 gm Carton,,,pf1070.jpg,,Unibic,1
PF222,Britannia Nutri Choice Hi Fibre Digestive Biscuit 250 gm Pouch,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice Hi Fibre Digestive Biscuit 250 gm Pouch,,,pf1071.jpg,,Britannia ,1
PF223,Britannia Nutri Choice Hi Fibre Digestive Biscuit 100 gm Pouch,,20,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice Hi Fibre Digestive Biscuit 100 gm Pouch,,,pf1072.jpg,,Britannia ,1
PF224,Parle Actifit Cream Cracker Sugarless 100 gm Pouch,,15,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Parle Actifit Cream Cracker Sugarless 100 gm Pouch,,,pf1073.jpg,,Parle,1
PF225,Britannia Nutri Choice Oats Cookies 150 gm Carton,,55,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice Oats Cookies 150 gm Carton,,,pf1074.jpg,,Britannia ,1
PF226,Britannia Nutri Choice Oats Cookies 75 gm Pouch,,30,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice Oats Cookies 75 gm Pouch,,,pf1075.jpg,,Britannia ,1
PF227,Britannia Nutri Choice 5 Grain 200 gm Catron,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice 5 Grain 200 gm Catron,,,pf1076.jpg,,Britannia ,1
PF228,Britannia Nutri Choice 5 Grain 100 gm Pouch,,25,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice 5 Grain 100 gm Pouch,,,pf1077.jpg,,Britannia ,1
PF229,Britannia Nutri Choice Ragi Cookies 150 gm Carton,,55,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice Ragi Cookies 150 gm Carton,,,pf1078.jpg,,Britannia ,1
PF230,Britannia Nutri Choice Ragi Cookies 75 gm Carton,,30,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice Ragi Cookies 75 gm Carton,,,pf1079.jpg,,Britannia ,1
PF231,Mcvities Digestive Biscuits No added Suger 150 gm carton,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mcvities Digestive Biscuits No added Suger 150 gm carton,,,pf1080.jpg,,Mc Vities,1
PF232,Mc Vities Hobnobs Oat Cookies 150 gm Carton,,40,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc Vities Hobnobs Oat Cookies 150 gm Carton,,,pf1081.jpg,,Mc Vities,1
PF233,Sunfeast Farmlite Oats and Raisins 150 gm Pouch,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sunfeast Farmlite Oats and Raisins 150 gm Pouch,,,pf1082.jpg,,Sunfeast,1
PF234,Sunfeast Farmlite Oats and Raisins 75 gm Pouch,,25,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sunfeast Farmlite Oats and Raisins 75 gm Pouch,,,pf1083.jpg,,Sunfeast,1
PF235,Sunfeast Farmlite Oats and Almonds 150 gm Pouch,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sunfeast Farmlite Oats and Almonds 150 gm Pouch,,,pf1084.jpg,,Sunfeast,1
PF236,Sunfeast Farmlite Oats and Almonds 75 gm Pouch,,25,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sunfeast Farmlite Oats and Almonds 75 gm Pouch,,,pf1085.jpg,,Sunfeast,1
PF237,Parle Digestive Marie 250 gm Pouch,,30,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Parle Digestive Marie 250 gm Pouch,,,pf1086.jpg,,Parle,1
PF238,Mcvities Ginger nuts Biscuits 100gm pack,,25,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mcvities Ginger nuts Biscuits 100gm pack,,,pf1087.jpg,,Mc Vities,1
PF239,Parle Digestive Apple & cinnamon Biscuits 250 gm Carton,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Parle Digestive Apple & cinnamon Biscuits 250 gm Carton,,,pf1088.jpg,,Parle,1
PF240,Mc Vities Digestive Light Cookies 400 gm Carton,,186,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc Vities Digestive Light Cookies 400 gm Carton,,,pf1089.jpg,,Mc Vities,1
PF241,Mc Vities Digestive Light Cookies 250 gm Carton,,123,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc Vities Digestive Light Cookies 250 gm Carton,,,pf1090.jpg,,Mc Vities,1
PF242,Mcvities Digestive biscuits Bipashas signature 500gm Corton,,100,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mcvities Digestive biscuits Bipashas signature 500gm Corton,,,pf1091.jpg,,Mc Vities,1
PF243,Mcvities HobNobs Oat Biscuits 300 gm Carton,,141,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mcvities HobNobs Oat Biscuits 300 gm Carton,,,pf1092.jpg,,Mc Vities,1
PF244,Parle Digestive Honey & Oats Biscuits 250 gm Carton,,50,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Parle Digestive Honey & Oats Biscuits 250 gm Carton,,,pf1093.png,,Parle,1
PF245,Mc Vities Digestive Biscuits 400 gm Carton,,176,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc Vities Digestive Biscuits 400 gm Carton,,,pf1094.jpg,,Mc Vities,1
PF246,Sugarless Cookies Natural Ginger and Cinnamon Cookies 200 gm Carton,,155,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sugarless Cookies Natural Ginger and Cinnamon Cookies 200 gm Carton,,,pf1095.jpg,,Sugarless,1
PF247,Mc Vities Digestive Biscuits 400 gm Carton,,176,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Mc Vities Digestive Biscuits 400 gm Carton,,,pf1096.jpg,,Mc Vities,1
PF248,Britannia Nutri Choice essentials Oat Cookies 75gms pouch,,30,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutri Choice essentials Oat Cookies 75gms pouch,,,pf1097.png,,Britannia ,1
PF249,Sugarless Bliss Vanilla Butter Cookies 200 gm Carton,,155,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sugarless Bliss Vanilla Butter Cookies 200 gm Carton,,,pf1098.jpg,,Sugarless,1
PF250,Sugarless Bliss Natural Fig Biscotti Cookies 200 gm Carton,,155,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Sugarless Bliss Natural Fig Biscotti Cookies 200 gm Carton,,,pf1099.jpg,,Sugarless,1
PF251,Britannia Nutrichoice Essentials Ragi Cookies 150 gm Pouch,,55,,,,Packaged Foods,Biscuits & Snacks,Health & Marie,Britannia Nutrichoice Essentials Ragi Cookies 150 gm Pouch,,,pf1100.jpg,,Britannia ,1
