product_code,product_name,product_description,MRP,our_price,a. Whole Sale Price,shipping _charge,product_category,product_subcategory,product_subtopic,products_pagetitle,products_metadescription,products_keywords,image_url,Sub_Description ,brand,status
hom151,"Airwick Aerosol Aqua Lavender, 345 ml",,149,,,,Home Care,Air Fresheners,Room Fresheners,"Airwick Aerosol Aqua Lavender, 345 ml",,,h157.jpg,,Airwick,1
hom152,"Airwick Aerosol Aqua Jasmine, 345 ml",,149,,,,Home Care,Air Fresheners,Room Fresheners,"Airwick Aerosol Aqua Jasmine, 345 ml",,,h158.jpg,,Airwick,1
hom153,"Odonil Gel Jasmine, 75 g",,71,,,,Home Care,Air Fresheners,Room Fresheners,"Odonil Gel Jasmine, 75 g",,,h159.jpg,,Odonil,1
hom154,"Glade Touch & Fresh Starter Kit Clean Air, 12 ml",,90,,,,Home Care,Air Fresheners,Room Fresheners,"Glade Touch & Fresh Starter Kit Clean Air, 12 ml",,,h160.jpg,,Glade,1
hom155,Airwick Aroma Refill Rose,,139,,,,Home Care,Air Fresheners,Room Fresheners,Airwick Aroma Refill Rose,,,h161.jpg,,Airwick,1
hom156,Airwick Aroma Refill Lavender,,139,,,,Home Care,Air Fresheners,Room Fresheners,Airwick Aroma Refill Lavender,,,h162.jpg,,Airwick,1
hom157,"Glade Aerosol Floral Perfect, 320 ml",,115,,,,Home Care,Air Fresheners,Room Fresheners,"Glade Aerosol Floral Perfect, 320 ml",,,h163.jpg,,Glade,1
hom158,"Odonil Aerosol Sandal, 300 ml",,130,,,,Home Care,Air Fresheners,Room Fresheners,"Odonil Aerosol Sandal, 300 ml",,,h164.jpg,,Odonil,1
hom159,"Odonil Aerosol Rose, 300 ml",,130,,,,Home Care,Air Fresheners,Room Fresheners,"Odonil Aerosol Rose, 300 ml",,,h165.jpg,,Odonil,1
hom160,"Odonil Gel Rose, 75 g",,75,,,,Home Care,Air Fresheners,Room Fresheners,"Odonil Gel Rose, 75 g",,,h166.jpg,,Odonil,1
hom161,"Odonil Gel Lavender, 75 g",,71,,,,Home Care,Air Fresheners,Room Fresheners,"Odonil Gel Lavender, 75 g",,,h167.jpg,,Odonil,1
hom162,Swarnachandan Agarbatti Pack of 12 X 20 g,,180,,,,Home Care,Air Fresheners,Room Fresheners,Swarnachandan Agarbatti Pack of 12 X 20 g,,,h168.jpg,,Swarna,1
hom163,Swarnachampa Agarbatti Pack of 12 X 25 g each,,180,,,,Home Care,Air Fresheners,Room Fresheners,Swarnachampa Agarbatti Pack of 12 X 25 g each,,,h169.jpg,,Swarna,1
hom164,Swarnachandan Agarbatti 70 g,,55,,,,Home Care,Air Fresheners,Room Fresheners,Swarnachandan Agarbatti 70 g,,,h170.jpg,,Swarna,1
hom165,"Taski Air Freshener R5, 5 Litres",,840,,,,Home Care,Air Fresheners,Room Fresheners,"Taski Air Freshener R5, 5 Litres",,,h171.jpg,,Taski,1
hom166,Odonil Air Freshener Blocks 100 g,,144,,,,Home Care,Air Fresheners,Sanitary Cubes,Odonil Air Freshener Blocks 100 g,,,h172.jpg,,Odonil,1
hom167,Odonil Jasmine Blocks 75 g,,162,,,,Home Care,Air Fresheners,Sanitary Cubes,Odonil Jasmine Blocks 75 g,,,h173.jpg,,Odonil,1
hom168,"Odonil Blocks Buy 3 And Get 1 Free, 50 g",,114,,,,Home Care,Air Fresheners,Sanitary Cubes,"Odonil Blocks Buy 3 And Get 1 Free, 50 g",,,h174.jpg,,Odonil,1
hom169,"Odonil Blocks Mystic Rose, 75 g",,54,,,,Home Care,Air Fresheners,Sanitary Cubes,"Odonil Blocks Mystic Rose, 75 g",,,h175.jpg,,Odonil,1
hom170,"Odonil Blocks Jasmine, 75 g",,54,,,,Home Care,Air Fresheners,Sanitary Cubes,"Odonil Blocks Jasmine, 75 g",,,h176.jpg,,Odonil,1
hom171,"Odonil Blocks Lavender, 50 g",,38,,,,Home Care,Air Fresheners,Sanitary Cubes,"Odonil Blocks Lavender, 50 g",,,h177.jpg,,Odonil,1
hom172,"Odonil Blocks Full House, 50 g",,140,,,,Home Care,Air Fresheners,Sanitary Cubes,"Odonil Blocks Full House, 50 g",,,h178.jpg,,Odonil,1
hom173,Odonil Air Freshener Lavender 75gm Pack,,56,,,,Home Care,Air Fresheners,Sanitary Cubes,Odonil Air Freshener Lavender 75gm Pack,,,h179.jpg,,Odonil,1
hom174,Odonil Air Freshener Jasmine Mist 75gm,,56,,,,Home Care,Air Fresheners,Sanitary Cubes,Odonil Air Freshener Jasmine Mist 75gm,,,h180.jpg,,Odonil,1
hom175,Glade Air freshener Touch and Fresh,,75,,,,Home Care,Air Fresheners,Sanitary Cubes,Glade Air freshener Touch and Fresh,,,h181.jpg,,Glade,1
hom176,Glade Air Refreshener Refreshing Citrus,,199,,,,Home Care,Air Fresheners,Sanitary Cubes,Glade Air Refreshener Refreshing Citrusn,,,h182.jpg,,Glade,1
hom177,Odonil Orchid Dew Air Freshner 75 gm,,54,,,,Home Care,Air Fresheners,Sanitary Cubes,Odonil Orchid Dew Air Freshner 75 gm,,,h183.jpg,,Odonil,1
hom178,Ambi Pur Air Effects Newzealand Springs,,240,,,,Home Care,Air Fresheners,Sanitary Cubes,Ambi Pur Air Effects Newzealand Springs,,,h184.jpg,,Ambi,1
hom179,Air Wick Air Freshner Spray Aqua Floral,,130,,,,Home Care,Air Fresheners,Sanitary Cubes,Air Wick Air Freshner Spray Aqua Floral,,,h185.jpg,,Airwick,1
hom180,Air Wick Air Fabric Cool Linen ,,149,,,,Home Care,Air Fresheners,Sanitary Cubes,Air Wick Air Fabric Cool Linen ,,,h186.jpg,,Airwick,1
hom181,Air Wick Air Freshener Spray Velvet Rose,,120,,,,Home Care,Air Fresheners,Sanitary Cubes,Air Wick Air Freshener Spray Velvet Rose,,,h187.jpg,,Airwick,1
hom182,Ambi Pur Air Effects Sweet Citrus&Zest,,240,,,,Home Care,Air Fresheners,Sanitary Cubes,Ambi Pur Air Effects Sweet Citrus&Zest,,,h188.jpg,,Ambi ,1
hom183,Ambi Pur Air Effects Springs&Renewal,,240,,,,Home Care,Air Fresheners,Sanitary Cubes,Ambi Pur Air Effects Springs&Renewal,,,h189.jpg,,Ambi ,1
hom184,Ambi Pur Air Effects Lavender Vanilla ,,240,,,,Home Care,Air Fresheners,Sanitary Cubes,Ambi Pur Air Effects Lavender Vanilla ,,,h190.jpg,,Ambi ,1
hom185, Ambi Pur Air Effects Blossom and Breeze,,240,,,,Home Care,Air Fresheners,Sanitary Cubes, Ambi Pur Air Effects Blossom and Breeze,,,h191.jpg,,Ambi ,1
hom186,Ambi Pur Car Air Freshner Aqua Refill 7 ,,175,,,,Home Care,Air Fresheners,Sanitary Cubes,Ambi Pur Car Air Freshner Aqua Refill 7 ,,,h192.jpg,,Ambi ,1
hom187,Ambika Pur Car Air Freshener Aqua2x7ml ,,375,,,,Home Care,Air Fresheners,Sanitary Cubes,Ambika Pur Car Air Freshener Aqua2x7ml ,,,h193.jpg,,Ambika,1
hom188,Air Wick Freshmatic Automatic Spray Velv,,499,,,,Home Care,Air Fresheners,Sanitary Cubes,Air Wick Freshmatic Automatic Spray Velv,,,h194.jpg,,Airwick,1
