product_code,Product Name,product_description,MRP,our_price,a. Whole Sale Price,shipping _charge,product_category,product_subcategory,product_subtopic,products_pagetitle,products_metadescription,products_keywords,image_url,Sub_Description ,Brand,status
PeC321,Santoor Talcum 100 g,,60,,,,Personal Care,Skin Care,Sun Care,Santoor Talcum 100 g,,,P321.jpg,,Santoor,1
PeC322,Santoor Talcum 400 g,,160,,,,Personal Care,Skin Care,Sun Care,Santoor Talcum 400 g,,,P322.jpg,,Santoor,1
PeC323,Santoor Talcum 150 g,,135,,,,Personal Care,Skin Care,Sun Care,Santoor Talcum 150 g,,,P323.jpg,,Santoor,1
PeC324,"Ponds Talcum Sandal, 50g",,38,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Sandal, 50g",,,P324.jpg,,Ponds,1
PeC325,"Ponds Talcum Magic Freshness, 50 g",,35,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Magic Freshness, 50 g",,,P325.jpg,,Ponds,1
PeC326,"Ponds Talcum Sandal Radiance, 100 g",,70,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Sandal Radiance, 100 g",,,P326.jpg,,Ponds,1
PeC327,"Ponds Talcum Sandal Radiance, 300 g",,170,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Sandal Radiance, 300 g",,,P327.jpg,,Ponds,1
PeC328,"Ponds Talcum Dream Flower Fragrant, Pack Of 12 X 20 g",,84,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Dream Flower Fragrant, Pack Of 12 X 20 g",,,P328.jpg,,Ponds,1
PeC329,"Ponds Talcum Dream Flower Fragrant, 50 g",,32,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Dream Flower Fragrant, 50 g",,,P329.jpg,,Ponds,1
PeC330,"Ponds Talcum Dream Flower Fragrant, 100 g",,60,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Dream Flower Fragrant, 100 g",,,P330.jpg,,Ponds,1
PeC331,"Ponds Talcum Magic Freshness, 100 g",,65,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Magic Freshness, 100 g",,,P331.jpg,,Ponds,1
PeC332,"Ponds Talcum Magic Freshness, 400 g",,170,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Magic Freshness, 400 g",,,P332.jpg,,Ponds,1
PeC333,"Ponds Talcum Dream Flower, 400 g",,160,,,,Personal Care,Skin Care,Sun Care,"Ponds Talcum Dream Flower, 400 g",,,P333.jpg,,Ponds,1
PeC334,"Navratna Talcum Mint Fresh, 400g",,145,,,,Personal Care,Skin Care,Sun Care,"Navratna Talcum Mint Fresh, 400g",,,P334.jpg,,Navaratna,1
PeC335,"Lakme Sun Expert SPF 24, 60ml",,170,,,,Personal Care,Skin Care,Sun Care,"Lakme Sun Expert SPF 24, 60ml",,,P335.jpg,,Lakme,1
PeC336,"Lakme Sun Expert SPF24, 120ml",,325,,,,Personal Care,Skin Care,Sun Care,"Lakme Sun Expert SPF24, 120ml",,,P336.jpg,,Lakme,1
PeC337,White Tone Face Powder 70 g,,100,,,,Personal Care,Skin Care,Sun Care,White Tone Face Powder 70 g,,,P337.jpg,,White Tone,1
PeC338,"VLCC Sun Screen SPF 25, 150 ml",,250,,,,Personal Care,Skin Care,Sun Care,"VLCC Sun Screen SPF 25, 150 ml",,,P338.jpg,,VLCC,1
PeC339,"Spinz Talcum Exotic, 100 g",,55,,,,Personal Care,Skin Care,Sun Care,"Spinz Talcum Exotic, 100 g",,,P339.jpg,,Spinz,1
PeC340,"Nivea Talcum Pure, 400 g",,125,,,,Personal Care,Skin Care,Sun Care,"Nivea Talcum Pure, 400 g",,,P340.jpg,,Nivea,1
PeC341,"Navratna Talcum Mint Fresh, 100 g",,60,,,,Personal Care,Skin Care,Sun Care,"Navratna Talcum Mint Fresh, 100 g",,,P341.jpg,,Navaratna,1
PeC342,"Wild Stone Talcum Ultra Sensual, 300 g",,125,,,,Personal Care,Skin Care,Sun Care,"Wild Stone Talcum Ultra Sensual, 300 g",,,P342.jpg,,Wild Stone,1
PeC343,"Biotique Cream Whitening & Brightening, 50 ml",,99,,,,Personal Care,Skin Care,Skin Creams,"Biotique Cream Whitening & Brightening, 50 ml",,,P343.jpg,,Biotique,1
PeC344,"Ponds Cream White Beauty, BB Cream 18 g",,140,,,,Personal Care,Skin Care,Skin Creams,"Ponds Cream White Beauty, BB Cream 18 g",,,P344.jpg,,Ponds,1
PeC345,"Nivea Lip Care Fruity Shine Strawberry, 4.8gm",,135,,,,Personal Care,Skin Care,Skin Creams,"Nivea Lip Care Fruity Shine Strawberry, 4.8gm",,,P345.jpg,,Nivea,1
PeC346,"Ponds Age Miracle Day Cream SPF 15, 35 g",,349,,,,Personal Care,Skin Care,Skin Creams,"Ponds Age Miracle Day Cream SPF 15, 35 g",,,P346.jpg,,Ponds,1
PeC347,Ponds Cream White Beauty 35 g,,125,,,,Personal Care,Skin Care,Skin Creams,Ponds Cream White Beauty 35 g,,,P347.jpg,,Ponds,1
PeC348,"Ponds Cream White Beauty, BB Cream 9 g",,75,,,,Personal Care,Skin Care,Skin Creams,"Ponds Cream White Beauty, BB Cream 9 g",,,P348.jpg,,Ponds,1
PeC349,Fair & Lovely Winter Fairness Cream 25 g,,50,,,,Personal Care,Skin Care,Skin Creams,Fair & Lovely Winter Fairness Cream 25 g,,,P349.jpg,,Fair & Lovely,1
PeC350,Ponds Cold Cream 55 ml,,75,,,,Personal Care,Skin Care,Skin Creams,Ponds Cold Cream 55 ml,,,P350.jpg,,Ponds,1
PeC351,"Fair & Lovely Fairness Cream Pump Pack, Multi Vitamin SPF...",,99,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Pump Pack, Multi Vitamin SPF",,,P351.jpg,,Fair & Lovely,1
PeC352,Ponds Age Miracle Day Cream 10 g,,110,,,,Personal Care,Skin Care,Skin Creams,Ponds Age Miracle Day Cream 10 g,,,P352.jpg,,Ponds,1
PeC353,Ponds Age Miracle Day Cream 50 ml,,549,,,,Personal Care,Skin Care,Skin Creams,Ponds Age Miracle Day Cream 50 ml,,,P353.jpg,,Ponds,1
PeC354,"Ponds Cream White Beauty, 25 g",,72,,,,Personal Care,Skin Care,Skin Creams,"Ponds Cream White Beauty, 25 g",,,P354.jpg,,Ponds,1
PeC355,"Ponds Cream White Beauty, 50 g",,199,,,,Personal Care,Skin Care,Skin Creams,"Ponds Cream White Beauty, 50 g",,,P355.jpg,,Ponds,1
PeC356,"Olay Fairness Cream Natural White, Pack Of 6 U X 7.5 g",,108,,,,Personal Care,Skin Care,Skin Creams,"Olay Fairness Cream Natural White, Pack Of 6 U X 7.5 g",,,P356.jpg,,Olay,1
PeC357,"Olay Total Effects UV, 50 g",,749,,,,Personal Care,Skin Care,Skin Creams,"Olay Total Effects UV, 50 g",,,P357.jpg,,Olay,1
PeC358,Nivea Soft Cream 100 ml,,145,,,,Personal Care,Skin Care,Skin Creams,Nivea Soft Cream 100 ml,,,P358.jpg,,Nivea,1
PeC359,Nivea Soft Cream 50 ml,,80,,,,Personal Care,Skin Care,Skin Creams,Nivea Soft Cream 50 ml,,,P359.jpg,,Nivea,1
PeC360,Nivea Creme 100 ml,,120,,,,Personal Care,Skin Care,Skin Creams,Nivea Creme 100 ml,,,P360.jpg,,Nivea,1
PeC361,Nivea Creme 60 ml,,75,,,,Personal Care,Skin Care,Skin Creams,Nivea Creme 60 ml,,,P361.jpg,,Nivea,1
PeC362,Nivea Creme 30 ml,,40,,,,Personal Care,Skin Care,Skin Creams,Nivea Creme 30 ml,,,P362.jpg,,Nivea,1
PeC363,Lotus White Glow Gel Creme 60 g,,325,,,,Personal Care,Skin Care,Skin Creams,Lotus White Glow Gel Creme 60 g,,,P363.jpg,,Lotus,1
PeC364,"Garnier Skin Naturals Fairness Cream White Complete, Pack...",,120,,,,Personal Care,Skin Care,Skin Creams,"Garnier Skin Naturals Fairness Cream White Complete, Pack",,,P364.jpg,,Garnier,1
PeC365,"Garnier Skin Naturals Fairness Cream White Complete, 40 ml",,160,,,,Personal Care,Skin Care,Skin Creams,"Garnier Skin Naturals Fairness Cream White Complete, 40 ml",,,P365.jpg,,Garnier,1
PeC366,"Garnier Skin Naturals Fairness Cream White Complete, 18 ml",,85,,,,Personal Care,Skin Care,Skin Creams,"Garnier Skin Naturals Fairness Cream White Complete, 18 ml",,,P366.jpg,,Garnier,1
PeC367,"Garnier Men Fairness Cream Power Light, 50 g",,180,,,,Personal Care,Skin Care,Skin Creams,"Garnier Men Fairness Cream Power Light, 50 g",,,P367.jpg,,Garnier,1
PeC368,Fairever Fairness Cream Pack Of 12 U X 9 g,,96,,,,Personal Care,Skin Care,Skin Creams,Fairever Fairness Cream Pack Of 12 U X 9 g,,,P368.jpg,,Fairever,1
PeC369,Fairever Fairness Cream 50 g,,86,,,,Personal Care,Skin Care,Skin Creams,Fairever Fairness Cream 50 g,,,P369.jpg,,Fairever,1
PeC370,Fairever Fairness Cream 25 g,,45,,,,Personal Care,Skin Care,Skin Creams,Fairever Fairness Cream 25 g,,,P370.jpg,,Fairever,1
PeC371,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, 50 g",,89,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, 50 g",,,P371.jpg,,Fair & Lovely,1
PeC372,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, 25 g",,47,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, 25 g",,,P372.jpg,,Fair & Lovely,1
PeC373,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack...",,6768,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack...",,,P373.jpg,,Fair & Lovely,1
PeC374,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack...",,88,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack...",,,P374.jpg,,Fair & Lovely,1
PeC375,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack...",,192,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack",,,P375.jpg,,Fair & Lovely,1
PeC376,"Fair & Lovely Fairness Cream Max Fairness For Men, 25 g",,60,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Max Fairness For Men, 25 g",,,P376.jpg,,Fair & Lovely,1
PeC377,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, 80 g",,130,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, 80 g",,,P377.jpg,,Fair & Lovely,1
PeC378,Fair And Handsome Fairness Cream Pack Of 24 U X 8 g,,240,,,,Personal Care,Skin Care,Skin Creams,Fair And Handsome Fairness Cream Pack Of 24 U X 8 g,,,P378.jpg,,Fair & Handsome,1
PeC379,Fair And Handsome Fairness Cream 60 g,,110,,,,Personal Care,Skin Care,Skin Creams,Fair And Handsome Fairness Cream 60 g,,,P379.jpg,,Fair & Handsome,1
PeC380,Fair And Handsome Fairness Cream 30 g,,60,,,,Personal Care,Skin Care,Skin Creams,Fair And Handsome Fairness Cream 30 g,,,P380.jpg,,Fair & Handsome,1
PeC381,Fair And Handsome Fairness Cream Pack Of 20 U X15 g,,500,,,,Personal Care,Skin Care,Skin Creams,Fair And Handsome Fairness Cream Pack Of 20 U X15 g,,,P381.jpg,,Fair & Handsome,1
PeC382,"Ponds Cream White Beauty, Pack of 16 U X 9 g",,160,,,,Personal Care,Skin Care,Skin Creams,"Ponds Cream White Beauty, Pack of 16 U X 9 g",,,P382.jpg,,Ponds,1
PeC383,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack...",,120,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack",,,P383.jpg,,Fair & Lovely,1
PeC384,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack...",,4608,,,,Personal Care,Skin Care,Skin Creams,"Fair & Lovely Fairness Cream Advanced Multi Vitamin, Pack",,,P384.jpg,,Fair & Lovely,1
PeC385,"Veet Naturals Hair Removal Cream Normal, 25 g",,65,,,,Personal Care,Skin Care,Hair Removers,"Veet Naturals Hair Removal Cream Normal, 25 g",,,P385.jpg,,Veet,1
PeC386,"Veet Hair Removal Cream Supreme Essence, 60 g",,110,,,,Personal Care,Skin Care,Hair Removers,"Veet Hair Removal Cream Supreme Essence, 60 g",,,P386.jpg,,Veet,1
PeC387,"Veet Hair Removal Cream Supreme Essence, 25 g",,55,,,,Personal Care,Skin Care,Hair Removers,"Veet Hair Removal Cream Supreme Essence, 25 g",,,P387.jpg,,Veet,1
PeC388,"Veet Hair Removal Cream Sensitive Skin, 25 g",,55,,,,Personal Care,Skin Care,Hair Removers,"Veet Hair Removal Cream Sensitive Skin, 25 g",,,P388.jpg,,Veet,1
PeC389,"Veet Hair Removal Cream Sensitive Skin, 60 g",,110,,,,Personal Care,Skin Care,Hair Removers,"Veet Hair Removal Cream Sensitive Skin, 60 g",,,P389.jpg,,Veet,1
PeC390,"Veet Hair Removal Cream Normal Skin, 60 g",,110,,,,Personal Care,Skin Care,Hair Removers,"Veet Hair Removal Cream Normal Skin, 60 g",,,P390.jpg,,Veet,1
PeC391,"Veet Cold Wax Strips Normal Skin, 8 Strips",,170,,,,Personal Care,Skin Care,Hair Removers,"Veet Cold Wax Strips Normal Skin, 8 Strips",,,P391.jpg,,Veet,1
PeC392,"Veet Hair Removal Cream Normal Skin, 25 g",,55,,,,Personal Care,Skin Care,Hair Removers,"Veet Hair Removal Cream Normal Skin, 25 g",,,P392.jpg,,Veet,1
PeC393,"Plax Mouth Wash Fresh Tea, 60 ml",,40,,,,Personal Care,Oral Care,Mouth Wash,"Plax Mouth Wash Fresh Tea, 60 ml",,,P393.jpg,,Plax,1
PeC394,"Plax Mouth Wash Fresh Tea, 250 ml",,115,,,,Personal Care,Oral Care,Mouth Wash,"Plax Mouth Wash Fresh Tea, 250 ml",,,P394.jpg,,Plax,1
PeC395,"Plax Mouth Wash Peppermint, 250 ml",,105,,,,Personal Care,Oral Care,Mouth Wash,"Plax Mouth Wash Peppermint, 250 ml",,,P395.jpg,,Plax,1
PeC396,"Listerine Mouthwash Fresh Burst, 250 ml",,105,,,,Personal Care,Oral Care,Mouth Wash,"Listerine Mouthwash Fresh Burst, 250 ml",,,P396.jpg,,Listerine,1
PeC397,"Listerine Mouthwash Cool Mint, 250 ml",,99,,,,Personal Care,Oral Care,Mouth Wash,"Listerine Mouthwash Cool Mint, 250 ml",,,P397.jpg,,Listerine,1
PeC398,"Plax Mouth Wash Fresh Mint, 250 ml",,105,,,,Personal Care,Oral Care,Mouth Wash,"Plax Mouth Wash Fresh Mint, 250 ml",,,P398.jpg,,Plax,1
PeC399,"Listerine Mouth Wash Cool Mint, 80 ml",,45,,,,Personal Care,Oral Care,Mouth Wash,"Listerine Mouth Wash Cool Mint, 80 ml",,,P399.jpg,,Listerine,1
PeC400,"Plax Mouthwash Active Salt, 250 ml",,115,,,,Personal Care,Oral Care,Mouth Wash,"Plax Mouthwash Active Salt, 250 ml",,,P400.jpg,,Plax,1
