product_code,Product Name,product_description,MRP,our_price,a. Whole Sale Price,shipping _charge,product_category,product_subcategory,product_subtopic,products_pagetitle,products_metadescription,products_keywords,image_url,product_description,Brand,status
Bv340,"Aveon Coffee Traditional, 200 g",,226,,,,Beverages,Hot Drinks,Tea,"Aveon Coffee Traditional, 200 g",,,bv340.jpg,,Aveon,1
Bv341,Bru Instant Coffee 500 g,,330,,,,Beverages,Hot Drinks,Tea,Bru Instant Coffee 500 g,,,bv341.jpg,,Bru,1
Bv342,Bru Instant Coffee Pack Of 10 X 6 g,,50,,,,Beverages,Hot Drinks,Tea,Bru Instant Coffee Pack Of 10 X 6 g,,,bv342.jpg,,Bru,1
Bv343,Bru Instant Coffee Pack Of 100 X 3.4 g,,300,,,,Beverages,Hot Drinks,Tea,Bru Instant Coffee Pack Of 100 X 3.4 g,,,bv343.jpg,,Bru,1
Bv344,Bru Instant Coffee Pack Of 1200 X 4.2 g,,3600,,,,Beverages,Hot Drinks,Tea,Bru Instant Coffee Pack Of 1200 X 4.2 g,,,bv344.jpg,,Bru,1
Bv345,Bru Roast & Ground Coffee 100 g,,33,,,,Beverages,Hot Drinks,Tea,Bru Roast & Ground Coffee 100 g,,,bv345.jpg,,Bru,1
Bv346,Chakra Gold Tea Pack Of 480 X 50g,,11040,,,,Beverages,Hot Drinks,Tea,Chakra Gold Tea Pack Of 480 X 50g,,,bv346.jpg,,Chakra,1
Bv347,Chakra Gold Tea Pack Of 960 X 25g,,9600,,,,Beverages,Hot Drinks,Tea,Chakra Gold Tea Pack Of 960 X 25g,,,bv347.jpg,,Chakra,1
Bv348,"Chakra Gold Tea Premium, 250 g",,114,,,,Beverages,Hot Drinks,Tea,"Chakra Gold Tea Premium, 250 g",,,bv348.jpg,,Chakra,1
Bv349,"Chakra Gold Tea Premium, 500 g",,210,,,,Beverages,Hot Drinks,Tea,"Chakra Gold Tea Premium, 500 g",,,bv349.jpg,,Chakra,1
Bv350,Chymey Green Tea Bags Pack Of 25 Sachets,,200,,,,Beverages,Hot Drinks,Tea,Chymey Green Tea Bags Pack Of 25 Sachets,,,bv350.jpg,,Chymey,1
Bv351,Chymey Jasmine Green Tea Pack Of 25 Sachets,,220,,,,Beverages,Hot Drinks,Tea,Chymey Jasmine Green Tea Pack Of 25 Sachets,,,bv351.jpg,,Chymey,1
Bv352,Chymey Masala Tea Bags Pack Of 25 Sachets,,170,,,,Beverages,Hot Drinks,Tea,Chymey Masala Tea Bags Pack Of 25 Sachets,,,bv352.jpg,,Chymey,1
Bv353,Eco Valley Organic Green Tea Bags Dandelion & Mint 12 Nos Carton,,60,,,,Beverages,Hot Drinks,Tea,Eco Valley Organic Green Tea Bags Dandelion & Mint 12 Nos Carton,,,bv353.jpg,,Eco Valley,1
Bv354,Eco Valley Organic Green Tea Bags Ginger Mulethi & Lemon 10 Nos Carton,,60,,,,Beverages,Hot Drinks,Tea,Eco Valley Organic Green Tea Bags Ginger Mulethi & Lemon 10 Nos Carton,,,bv354.jpg,,Eco Valley,1
Bv355,Eco Valley Organic Green Tea Bags Ginger Mulethi & Lemon 30 Nos Carton,,140,,,,Beverages,Hot Drinks,Tea,Eco Valley Organic Green Tea Bags Ginger Mulethi & Lemon 30 Nos Carton,,,bv355.jpg,,Eco Valley,1
Bv356,Eco Valley Organic Green Tea Bags Sunnu Lemony 10 Nos Carton,,60,,,,Beverages,Hot Drinks,Tea,Eco Valley Organic Green Tea Bags Sunnu Lemony 10 Nos Carton,,,bv356.jpg,,Eco Valley,1
Bv357,Eco Valley Organic Green Tea Bags Sunnu Lemony 30 Nos Carton,,140,,,,Beverages,Hot Drinks,Tea,Eco Valley Organic Green Tea Bags Sunnu Lemony 30 Nos Carton,,,bv357.jpg,,Eco Valley,1
Bv358,Eco Valley Organic Green Tea Bags Tulsi & Citrus 10 Nos Carton,,60,,,,Beverages,Hot Drinks,Tea,Eco Valley Organic Green Tea Bags Tulsi & Citrus 10 Nos Carton,,,bv358.jpg,,Eco Valley,1
Bv359,Eco Valley Organic Tea Bags Pure Green 25 Nos Carton,,140,,,,Beverages,Hot Drinks,Tea,Eco Valley Organic Tea Bags Pure Green 25 Nos Carton,,,bv359.jpg,,Eco Valley,1
Bv360,Gemini Tea 1Kg,,280,,,,Beverages,Hot Drinks,Tea,Gemini Tea 1Kg,,,bv360.jpg,,Gemini,1
Bv361,Gemini Tea 250 g,,88,,,,Beverages,Hot Drinks,Tea,Gemini Tea 250 g,,,bv361.jpg,,Gemini,1
Bv362,Gemini Tea 500 g,,169,,,,Beverages,Hot Drinks,Tea,Gemini Tea 500 g,,,bv362.jpg,,Gemini,1
Bv363,Girnar Royal Cup Tea 1 Kg,,370,,,,Beverages,Hot Drinks,Tea,Girnar Royal Cup Tea 1 Kg,,,bv363.jpg,,Girnar,1
Bv364,Girnar Royal Cup Tea 250 g,,100,,,,Beverages,Hot Drinks,Tea,Girnar Royal Cup Tea 250 g,,,bv364.jpg,,Girnar,1
Bv365,Girnar Royal Cup Tea 500 g,,195,,,,Beverages,Hot Drinks,Tea,Girnar Royal Cup Tea 500 g,,,bv365.jpg,,Girnar,1
Bv366,Girnar Royal Cup Tea Pack Of 30 X Rs 10,,210,,,,Beverages,Hot Drinks,Tea,Girnar Royal Cup Tea Pack Of 30 X Rs 10,,,bv366.jpg,,Girnar,1
Bv367,Girnar Royal Cup Tea Pack Of 60 X Rs. 5,,210,,,,Beverages,Hot Drinks,Tea,Girnar Royal Cup Tea Pack Of 60 X Rs. 5,,,bv367.jpg,,Girnar,1
Bv368,Golden Dust Tea 250 g,,75,,,,Beverages,Hot Drinks,Tea,Golden Dust Tea 250 g,,,bv368.jpg,,Golden,1
Bv369,Goodwyn Single Origin High Grown Assam Tea 250 gm Pouch,,199,,,,Beverages,Hot Drinks,Tea,Goodwyn Single Origin High Grown Assam Tea 250 gm Pouch,,,bv369.jpg,,Goodwyn,1
Bv370,Hiltop Red Cup Tea 5 Kg,,805,,,,Beverages,Hot Drinks,Tea,Hiltop Red Cup Tea 5 Kg,,,bv370.jpg,,Hiltop,1
Bv371,"Lipton Green Tea Bag Lemon Honey, Pack Of 20 sachets",,105,,,,Beverages,Hot Drinks,Tea,"Lipton Green Tea Bag Lemon Honey, Pack Of 20 sachets",,,bv371.jpg,,Lipton,1
Bv372,"Lipton Green Tea Bags Pure and Lite, Pack Of 10 Sachets",,60,,,,Beverages,Hot Drinks,Tea,"Lipton Green Tea Bags Pure and Lite, Pack Of 10 Sachets",,,bv372.jpg,,Lipton,1
Bv373,"Lipton Green Tea Lemon Zest, 20 Tea Bags",,105,,,,Beverages,Hot Drinks,Tea,"Lipton Green Tea Lemon Zest, 20 Tea Bags",,,bv373.jpg,,Lipton,1
Bv374,Lipton Lemon Ice Tea 50 Gm,,50,,,,Beverages,Hot Drinks,Tea,Lipton Lemon Ice Tea 50 Gm,,,bv374.jpg,,Lipton,1
Bv375,"Lipton Tea Green Tea, 100 g",,90,,,,Beverages,Hot Drinks,Tea,"Lipton Tea Green Tea, 100 g",,,bv375.jpg,,Lipton,1
Bv376,"Lipton Tea Green Tea, 250 g",,200,,,,Beverages,Hot Drinks,Tea,"Lipton Tea Green Tea, 250 g",,,bv376.jpg,,Lipton,1
Bv377,"Nescafe Sunrise Premium, Sachet 50 g",,90,,,,Beverages,Hot Drinks,Tea,"Nescafe Sunrise Premium, Sachet 50 g",,,bv377.jpg,,Nescafe,1
Bv378,Red Label Tea 245 g,,97,,,,Beverages,Hot Drinks,Tea,Red Label Tea 245 g,,,bv378.jpg,,Red Label,1
Bv379,Red Label Tea 500 g,,192,,,,Beverages,Hot Drinks,Tea,Red Label Tea 500 g,,,bv379.jpg,,Red Label,1
Bv380,Red Label Tea 950g,,350,,,,Beverages,Hot Drinks,Tea,Red Label Tea 950g,,,bv380.jpg,,Red Label,1
Bv381,"Red Label Tea Natural Care, 250 g",,111,,,,Beverages,Hot Drinks,Tea,"Red Label Tea Natural Care, 250 g",,,bv381.jpg,,Red Label,1
Bv382,Red Label Tea Pack of 20 X 20 g,,100,,,,Beverages,Hot Drinks,Tea,Red Label Tea Pack of 20 X 20 g,,,bv382.jpg,,Red Label,1
Bv383,Red Label Tea Pack of 50 X 7g,,100,,,,Beverages,Hot Drinks,Tea,Red Label Tea Pack of 50 X 7g,,,bv383.jpg,,Red Label,1
Bv384,Society Premium Green Tea 250 gm Jar,,160,,,,Beverages,Hot Drinks,Tea,Society Premium Green Tea 250 gm Jar,,,bv384.jpg,,Society ,1
Bv385,Super Cup Tea 1 kg,,339,,,,Beverages,Hot Drinks,Tea,Super Cup Tea 1 kg,,,bv385.jpg,,Super Cup,1
Bv386,Super Cup Tea 500 g,,170,,,,Beverages,Hot Drinks,Tea,Super Cup Tea 500 g,,,bv386.jpg,,Super Cup,1
Bv387,Symphony Green Tea 250 g,,94,,,,Beverages,Hot Drinks,Tea,Symphony Green Tea 250 g,,,bv387.jpg,,Symphony,1
Bv388,Taj Mahal Darjeeling Tea 250 g,,122,,,,Beverages,Hot Drinks,Tea,Taj Mahal Darjeeling Tea 250 g,,,bv388.jpg,,Taj Mahal,1
Bv389,Taj Mahal Tea 1 Kg,,429,,,,Beverages,Hot Drinks,Tea,Taj Mahal Tea 1 Kg,,,bv389.jpg,,Taj Mahal,1
Bv390,Taj Mahal Tea 100 g,,49,,,,Beverages,Hot Drinks,Tea,Taj Mahal Tea 100 g,,,bv390.jpg,,Taj Mahal,1
Bv391,Taj Mahal Tea 250 g,,122,,,,Beverages,Hot Drinks,Tea,Taj Mahal Tea 250 g,,,bv391.jpg,,Taj Mahal,1
Bv392,Taj Mahal Tea 500 g,,214,,,,Beverages,Hot Drinks,Tea,Taj Mahal Tea 500 g,,,bv392.jpg,,Taj Mahal,1
Bv393,"Taj Mahal Tea Bag Cardamom Cardamom, Pack Of 25 Sachets",,150,,,,Beverages,Hot Drinks,Tea,"Taj Mahal Tea Bag Cardamom Cardamom, Pack Of 25 Sachets",,,bv393.jpg,,Taj Mahal,1
Bv394,"Taj Mahal Tea Bag Darjeeling Darjeeling , Pack Of 25 Sachets",,130,,,,Beverages,Hot Drinks,Tea,"Taj Mahal Tea Bag Darjeeling Darjeeling , Pack Of 25 Sachets",,,bv394.jpg,,Taj Mahal,1
