product_code,product_name,product_description,MRP,our_price,a. Whole Sale Price,shipping _charge,product_category,product_subcategory,product_subtopic,products_pagetitle,products_metadescription,products_keywords,image_url,Sub_Description ,brand,status
bv486,Cadbury Bournvita Little Champ 200 G,,130,,,,Beverages,Milk Mixes,,Cadbury Bournvita Little Champ 200 G,,,bv486.jpg,,Cadbury,1
bv487,"Cadbury Bournvita Refill, 500 G",,200,,,,Beverages,Milk Mixes,,"Cadbury Bournvita Refill, 500 G",,,bv487.jpg,,Cadbury,1
bv488,"Horlicks Kesar Badam Refill Pack, 400 G",,225,,,,Beverages,Milk Mixes,,"Horlicks Kesar Badam Refill Pack, 400 G",,,bv488.jpg,,Horlicks ,1
bv489,"Cadbury Bournvita 5 Star Magic, Jar 500 G",,215,,,,Beverages,Milk Mixes,,"Cadbury Bournvita 5 Star Magic, Jar 500 G",,,bv489.jpg,,Cadbury,1
bv490,"Cadbury Bournvita Little Champ, Jar 500 G",,250,,,,Beverages,Milk Mixes,,"Cadbury Bournvita Little Champ, Jar 500 G",,,bv490.jpg,,Cadbury,1
bv491,"Cadbury Bournvita Jar, 200 G",,100,,,,Beverages,Milk Mixes,,"Cadbury Bournvita Jar, 200 G",,,bv491.jpg,,Cadbury,1
bv492,"Boost Refill, 200 G",,94,,,,Beverages,Milk Mixes,,"Boost Refill, 200 G",,,bv492.jpg,,Boost,1
bv493,"Horlicks Junior Refill, 200 G",,115,,,,Beverages,Milk Mixes,,"Horlicks Junior Refill, 200 G",,,bv493.jpg,,Horlicks ,1
bv494,"Horlicks Junior Chocolate, Jar 500 G",,250,,,,Beverages,Milk Mixes,,"Horlicks Junior Chocolate, Jar 500 G",,,bv494.jpg,,Horlicks ,1
bv495,"Horlicks Standard, Refill 200 G",,95,,,,Beverages,Milk Mixes,,"Horlicks Standard, Refill 200 G",,,bv495.jpg,,Horlicks ,1
bv496,"Complan Kesar Badam, Refill 200 G",,125,,,,Beverages,Milk Mixes,,"Complan Kesar Badam, Refill 200 G",,,bv496.jpg,,Complan,1
bv497,"Complan Memory Charger, Refill 400 G",,245,,,,Beverages,Milk Mixes,,"Complan Memory Charger, Refill 400 G",,,bv497.jpg,,Complan,1
bv498,"Complan Pista Badam, Refill 400 G",,235,,,,Beverages,Milk Mixes,,"Complan Pista Badam, Refill 400 G",,,bv498.jpg,,Complan,1
bv499,"Horlicks Junior Vanilla, Refill 400 G",,245,,,,Beverages,Milk Mixes,,"Horlicks Junior Vanilla, Refill 400 G",,,bv499.jpg,,Horlicks ,1
bv500,"Complan Chocolate, Jar 200 G",,125,,,,Beverages,Milk Mixes,,"Complan Chocolate, Jar 200 G",,,bv500.jpg,,Complan,1
bv501,"Horlicks Junior Vanilla, Jar 400 G",,250,,,,Beverages,Milk Mixes,,"Horlicks Junior Vanilla, Jar 400 G",,,bv501.jpg,,Horlicks ,1
bv502,"Horlicks Chocolate, Jar 200 G",,95,,,,Beverages,Milk Mixes,,"Horlicks Chocolate, Jar 200 G",,,bv502.jpg,,Horlicks ,1
bv503,"Horlicks Women's Chocolate, Jar 400 G",,260,,,,Beverages,Milk Mixes,,"Horlicks Women's Chocolate, Jar 400 G",,,bv503.jpg,,Horlicks ,1
bv504,"Ensure Chocolate, Jar 400 G",,495,,,,Beverages,Milk Mixes,,"Ensure Chocolate, Jar 400 G",,,bv504.jpg,,Ensure,1
bv505,"Ensure Vanilla, Jar 1 Kg",,975,,,,Beverages,Milk Mixes,,"Ensure Vanilla, Jar 1 Kg",,,bv505.jpg,,Ensure,1
bv506,"Ensure Vanilla, Jar 400 G",,495,,,,Beverages,Milk Mixes,,"Ensure Vanilla, Jar 400 G",,,bv506.jpg,,Ensure,1
bv507,"Horlicks Women's Caramel , Jar 400 G",,260,,,,Beverages,Milk Mixes,,"Horlicks Women's Caramel , Jar 400 G",,,bv507.jpg,,Horlicks ,1
bv508,"Boost Jar, 200 G",,99,,,,Beverages,Milk Mixes,,"Boost Jar, 200 G",,,bv508.jpg,,Boost,1
bv509,"Complan Chocolate, Jar 450 G",,235,,,,Beverages,Milk Mixes,,"Complan Chocolate, Jar 450 G",,,bv509.jpg,,Complan,1
bv510,"Complan Kesar Badam, Jar 400 G",,235,,,,Beverages,Milk Mixes,,"Complan Kesar Badam, Jar 400 G",,,bv510.jpg,,Complan,1
bv511,"Horlicks Standard, Pouch 2 Kg",,710,,,,Beverages,Milk Mixes,,"Horlicks Standard, Pouch 2 Kg",,,bv511.jpg,,Horlicks ,1
bv512,"Boost Refill, 750 G",,315,,,,Beverages,Milk Mixes,,"Boost Refill, 750 G",,,bv512.jpg,,Boost,1
bv513,"Pediasure Complete Chocolate, Refill 200 G",,285,,,,Beverages,Milk Mixes,,"Pediasure Complete Chocolate, Refill 200 G",,,bv513.jpg,,Pediasure,1
